0.000000,0.000000,0.000000,0.800000,0.000000,0.500000,0.000000,0.000000,0.497222,0.500000,0.000000
0.000000,0.000000,0.000000,0.500000,0.500000,0.100000,0.000000,0.200000,0.177778,0.450000,0.000000
0.000000,0.000000,0.000000,0.800000,0.800000,0.100000,0.000000,0.400000,0.002778,0.383333,0.000000
0.000000,0.000000,0.000000,0.600000,0.300000,0.900000,0.000000,0.600000,0.786111,0.316667,0.000000
0.000000,0.000000,0.000000,0.100000,0.800000,0.100000,0.000000,0.700000,0.116667,0.283333,0.000000
0.000000,0.000000,0.000000,0.700000,0.400000,0.000000,0.000000,0.800000,0.147222,0.250000,0.000000
0.000000,0.000000,0.000000,0.800000,0.800000,0.200000,0.000000,0.900000,0.500000,0.222222,0.000000
0.000000,0.000000,0.000000,0.900000,0.900000,0.300000,0.000000,1.000000,0.352778,0.222222,0.000000
0.000000,0.000000,0.000000,0.500000,0.300000,0.400000,0.200000,0.000000,0.355556,0.461111,0.000000
0.000000,0.000000,0.000000,0.800000,0.500000,0.100000,0.200000,0.200000,0.408333,0.411111,0.000000
0.000000,0.000000,0.000000,0.200000,0.000000,0.300000,0.200000,0.400000,0.991667,0.344444,0.000000
0.000000,0.000000,0.000000,0.600000,0.500000,0.300000,0.200000,0.600000,0.941667,0.277778,0.000000
0.000000,0.000000,0.000000,0.100000,0.500000,0.300000,0.200000,0.700000,0.502778,0.244444,0.000000
0.000000,0.000000,0.000000,0.900000,0.100000,0.500000,0.200000,0.800000,0.586111,0.211111,0.000000
0.000000,0.000000,0.000000,0.400000,0.800000,0.000000,0.200000,0.900000,0.972222,0.183333,0.000000
0.000000,0.000000,0.000000,0.600000,0.000000,0.200000,0.200000,1.000000,0.294444,0.183333,0.000000
0.000000,0.000000,0.000000,0.500000,0.800000,0.400000,0.400000,0.000000,0.850000,0.405556,0.000000
0.000000,0.000000,0.000000,0.900000,0.400000,0.000000,0.400000,0.200000,0.636111,0.361111,0.000000
0.000000,0.000000,0.000000,0.600000,0.200000,0.900000,0.400000,0.400000,0.088889,0.294444,0.000000
0.000000,0.000000,0.000000,0.500000,0.600000,0.300000,0.400000,0.600000,0.722222,0.227778,0.000000
0.000000,0.000000,0.000000,0.400000,0.300000,0.100000,0.400000,0.700000,0.047222,0.194444,0.000000
0.000000,0.000000,0.000000,0.500000,0.100000,0.600000,0.400000,0.800000,0.230556,0.161111,0.000000
0.000000,0.000000,0.000000,0.900000,0.400000,0.000000,0.400000,0.900000,0.522222,0.127778,0.000000
0.000000,0.000000,0.000000,0.000000,0.600000,0.600000,0.400000,1.000000,0.294444,0.127778,0.000000
0.000000,0.000000,0.000000,0.500000,0.800000,0.700000,0.600000,0.000000,0.427778,0.355556,0.000000
0.000000,0.000000,0.000000,0.600000,0.900000,0.000000,0.600000,0.200000,0.058333,0.305556,0.000000
0.000000,0.000000,0.000000,0.600000,0.700000,0.100000,0.600000,0.400000,0.405556,0.244444,0.000000
0.000000,0.000000,0.000000,0.800000,0.200000,0.600000,0.600000,0.600000,0.413889,0.177778,0.000000
0.000000,0.000000,0.000000,0.000000,0.900000,0.000000,0.600000,0.700000,0.419444,0.144444,0.000000
0.000000,0.000000,0.000000,0.300000,0.300000,0.200000,0.600000,0.800000,0.280556,0.111111,0.000000
0.000000,0.000000,0.000000,0.500000,0.600000,0.500000,0.600000,0.900000,0.080556,0.077778,0.000000
0.000000,0.000000,0.000000,0.900000,0.200000,0.000000,0.600000,1.000000,0.061111,0.077778,0.000000
0.000000,0.000000,0.000000,0.100000,0.100000,0.500000,0.700000,0.000000,0.930556,0.333333,0.000000
0.000000,0.000000,0.000000,0.500000,0.200000,0.600000,0.700000,0.200000,0.808333,0.283333,0.000000
0.000000,0.000000,0.000000,0.400000,0.700000,0.300000,0.700000,0.400000,0.566667,0.216667,0.000000
0.000000,0.000000,0.000000,0.200000,0.200000,0.900000,0.700000,0.600000,0.261111,0.150000,0.000000
0.000000,0.000000,0.000000,0.500000,0.100000,0.200000,0.700000,0.700000,0.680556,0.116667,0.000000
0.000000,0.000000,0.000000,0.900000,0.400000,0.800000,0.700000,0.800000,0.825000,0.083333,0.000000
0.000000,0.000000,0.000000,0.200000,0.400000,0.600000,0.700000,0.900000,0.936111,0.055556,0.000000
0.000000,0.000000,0.000000,0.900000,0.000000,0.100000,0.700000,1.000000,0.394444,0.055556,0.000000
0.000000,0.000000,0.000000,0.500000,0.500000,0.200000,0.800000,0.000000,0.672222,0.333333,0.000000
0.000000,0.000000,0.000000,0.800000,0.400000,0.500000,0.800000,0.200000,0.022222,0.283333,0.000000
0.000000,0.000000,0.000000,0.400000,0.400000,0.800000,0.800000,0.400000,0.636111,0.216667,0.000000
0.000000,0.000000,0.000000,0.700000,0.400000,0.400000,0.800000,0.600000,0.530556,0.150000,0.000000
0.000000,0.000000,0.000000,0.100000,0.500000,0.000000,0.800000,0.700000,0.436111,0.116667,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.800000,0.000000,0.083333,0.000000
0.000000,0.000000,0.000000,0.600000,0.600000,0.400000,0.800000,0.900000,0.936111,0.055556,0.000000
0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.800000,1.000000,0.963889,0.055556,0.000000
0.000000,0.000000,0.000000,0.200000,0.900000,0.300000,0.900000,0.000000,0.491667,0.333333,0.000000
0.000000,0.000000,0.000000,0.800000,0.500000,0.800000,0.900000,0.200000,0.719444,0.283333,0.000000
0.000000,0.000000,0.000000,0.000000,0.900000,0.600000,0.900000,0.400000,0.191667,0.216667,0.000000
0.000000,0.000000,0.000000,0.700000,0.100000,0.600000,0.900000,0.600000,0.402778,0.150000,0.000000
0.000000,0.000000,0.000000,0.500000,0.600000,0.600000,0.900000,0.700000,0.708333,0.116667,0.000000
0.000000,0.000000,0.000000,0.800000,0.900000,0.000000,0.900000,0.800000,0.847222,0.083333,0.000000
0.000000,0.000000,0.000000,0.900000,0.900000,0.200000,0.900000,0.900000,0.344444,0.055556,0.000000
0.000000,0.000000,0.000000,0.200000,0.300000,0.200000,0.900000,1.000000,0.477778,0.055556,0.000000
0.000000,0.000000,0.000000,0.700000,0.500000,0.300000,1.000000,0.000000,0.661111,0.333333,0.000000
0.000000,0.000000,0.000000,0.500000,0.500000,0.300000,1.000000,0.200000,0.011111,0.283333,0.000000
0.000000,0.000000,0.000000,0.900000,0.500000,0.600000,1.000000,0.400000,0.213889,0.216667,0.000000
0.000000,0.000000,0.000000,0.700000,0.900000,0.400000,1.000000,0.600000,0.030556,0.150000,0.000000
0.000000,0.000000,0.000000,0.300000,0.600000,0.900000,1.000000,0.700000,0.002778,0.116667,0.000000
0.000000,0.000000,0.000000,0.400000,0.200000,0.700000,1.000000,0.800000,0.391667,0.083333,0.000000
0.000000,0.000000,0.000000,0.300000,0.000000,0.300000,1.000000,0.900000,0.916667,0.055556,0.000000
0.000000,0.000000,0.000000,0.000000,0.700000,0.800000,1.000000,1.000000,0.580556,0.055556,0.000000
0.000000,0.000000,0.200000,0.200000,0.100000,0.300000,0.000000,0.000000,0.891667,0.538889,0.000000
0.000000,0.000000,0.200000,0.700000,0.100000,0.200000,0.000000,0.200000,0.900000,0.488889,0.000000
0.000000,0.000000,0.200000,0.600000,0.400000,0.100000,0.000000,0.400000,0.188889,0.422222,0.000000
0.000000,0.000000,0.200000,0.600000,0.000000,0.200000,0.000000,0.600000,0.572222,0.355556,0.000000
0.000000,0.000000,0.200000,0.400000,0.800000,0.800000,0.000000,0.700000,0.302778,0.322222,0.000000
0.000000,0.000000,0.200000,0.300000,0.100000,0.700000,0.000000,0.800000,0.650000,0.288889,0.000000
